compiler,program,opt,flag_id,sec_flags,compile_cmd,compile_ok,size_bytes,size_stripped_bytes,relro,canary,nx,pie,fortified,fortifiable,sha256,compile_stderr_tail
clang++,suma,-O1,noexecstack,-z noexecstack,clang++ /app/programs/suma.cpp -O1 -z noexecstack -o results_csv/20260708-165104/bin/clang++__suma__O1__noexecstack,1,16096,14520,partial,no,yes,yes,0,1,0edaa75cbe31d602c86d7e23eeb668e16e54cc46a8e97eab38068f319a44f512,
clang++,suma,-O1,execstack,"-Wl,-z,execstack","clang++ /app/programs/suma.cpp -O1 -Wl,-z,execstack -o results_csv/20260708-165104/bin/clang++__suma__O1__execstack",1,16096,14520,partial,no,no,yes,0,1,04748d009fb779ded13f70bf328e9b4b29b2fc72ac44ea60e990886d3e4fa08e,
clang++,suma,-O1,relro_full,"-Wl,-z,relro,-z,now","clang++ /app/programs/suma.cpp -O1 -Wl,-z,relro,-z,now -o results_csv/20260708-165104/bin/clang++__suma__O1__relro_full",1,16000,14424,full,no,yes,yes,0,1,9210da14133765a3fcbd4e8253a3efe1213c52dcd3c404503cf8b9e85165ca51,
clang++,suma,-O1,no_stack_protector,-fno-stack-protector,clang++ /app/programs/suma.cpp -O1 -fno-stack-protector -o results_csv/20260708-165104/bin/clang++__suma__O1__no_stack_protector,1,16096,14520,partial,no,yes,yes,0,1,0edaa75cbe31d602c86d7e23eeb668e16e54cc46a8e97eab38068f319a44f512,
clang++,suma,-O1,stack_protector,-fstack-protector,clang++ /app/programs/suma.cpp -O1 -fstack-protector -o results_csv/20260708-165104/bin/clang++__suma__O1__stack_protector,1,16096,14520,partial,no,yes,yes,0,1,0edaa75cbe31d602c86d7e23eeb668e16e54cc46a8e97eab38068f319a44f512,
clang++,suma,-O1,stack_protector_strong,-fstack-protector-strong,clang++ /app/programs/suma.cpp -O1 -fstack-protector-strong -o results_csv/20260708-165104/bin/clang++__suma__O1__stack_protector_strong,1,16096,14520,partial,no,yes,yes,0,1,0edaa75cbe31d602c86d7e23eeb668e16e54cc46a8e97eab38068f319a44f512,
clang++,suma,-O1,stack_protector_all,-fstack-protector-all,clang++ /app/programs/suma.cpp -O1 -fstack-protector-all -o results_csv/20260708-165104/bin/clang++__suma__O1__stack_protector_all,1,16160,14528,partial,yes,yes,yes,0,1,57cab28c5611ebd953d613501507f8fb0e9ac6cd4717fa13c5deb9c067d954ef,
clang++,suma,-O1,no_plt,-fno-plt,clang++ /app/programs/suma.cpp -O1 -fno-plt -o results_csv/20260708-165104/bin/clang++__suma__O1__no_plt,1,16000,14424,partial,no,yes,yes,0,1,faa60f70bddc311952d5d16e6c411fd95cf1cd955436e940c5d116aa63df2c71,
clang++,suma,-O1,asan,-fsanitize=address,clang++ /app/programs/suma.cpp -O1 -fsanitize=address -o results_csv/20260708-165104/bin/clang++__suma__O1__asan,1,1696032,1357136,partial,no,yes,yes,8,54,2445234cf2eb656e6b5dd7e3cda748e8334f603f59cdfbb75b4021dbf08f802f,
clang++,suma,-O1,ubsan,-fsanitize=undefined,clang++ /app/programs/suma.cpp -O1 -fsanitize=undefined -o results_csv/20260708-165104/bin/clang++__suma__O1__ubsan,1,426056,308744,partial,no,yes,yes,3,4,a042b9e4cb3046c5b1f3aceca83f5978c9413c8cb346943548e7bd55a1b0bb1c,
clang++,suma,-O1,msan,-fsanitize=memory,clang++ /app/programs/suma.cpp -O1 -fsanitize=memory -o results_csv/20260708-165104/bin/clang++__suma__O1__msan,1,1400896,1074184,partial,no,yes,yes,7,65,a12a8db69686ded7e3be857e9f7a7bb39d23b9a57305206103417dbf980f522e,
clang++,suma,-O1,safe_stack,-fsanitize=safe-stack,clang++ /app/programs/suma.cpp -O1 -fsanitize=safe-stack -o results_csv/20260708-165104/bin/clang++__suma__O1__safe_stack,1,23256,18944,partial,no,yes,yes,1,5,97ca6d794f43f9432be170ea5a912af94f945cede2f637c2fc60b9776bef0fe4,
clang++,suma,-O1,lto,-flto,clang++ /app/programs/suma.cpp -O1 -flto -o results_csv/20260708-165104/bin/clang++__suma__O1__lto,1,16064,14520,partial,no,yes,yes,0,1,c9ff81d58e70c7a605a9524c3f1a8ed414e0426561c2b2967b415e01ca551a26,
clang++,suma,-O2,baseline,,clang++ /app/programs/suma.cpp -O2 -o results_csv/20260708-165104/bin/clang++__suma__O2__baseline,1,16096,14520,partial,no,yes,yes,0,1,e3b38e562c5a4c124e52f25d6028f8f6f2b9fb3a9dac7e151996c2e623252c64,
clang++,suma,-O2,pie,-fPIE -pie,clang++ /app/programs/suma.cpp -O2 -fPIE -pie -o results_csv/20260708-165104/bin/clang++__suma__O2__pie,1,16096,14520,partial,no,yes,yes,0,1,e3b38e562c5a4c124e52f25d6028f8f6f2b9fb3a9dac7e151996c2e623252c64,
clang++,suma,-O2,no_pie,-no-pie,clang++ /app/programs/suma.cpp -O2 -no-pie -o results_csv/20260708-165104/bin/clang++__suma__O2__no_pie,1,15928,14448,partial,no,yes,no,0,1,8e0963807ef6ca71f5ba72fe1e148e1549ce9e0fd75d546645c846b2965c70c3,
clang++,suma,-O2,fortify1,-D_FORTIFY_SOURCE=1,clang++ /app/programs/suma.cpp -O2 -D_FORTIFY_SOURCE=1 -o results_csv/20260708-165104/bin/clang++__suma__O2__fortify1,1,16096,14520,partial,no,yes,yes,0,1,e3b38e562c5a4c124e52f25d6028f8f6f2b9fb3a9dac7e151996c2e623252c64,
clang++,suma,-O2,fortify2,-D_FORTIFY_SOURCE=2,clang++ /app/programs/suma.cpp -O2 -D_FORTIFY_SOURCE=2 -o results_csv/20260708-165104/bin/clang++__suma__O2__fortify2,1,16456,14616,partial,no,yes,yes,1,1,d00d526ce3054527be92811650ca96d7407bec091309213b8d7a4c7484238990,
clang++,suma,-O2,fortify_off,-D_FORTIFY_SOURCE=0,clang++ /app/programs/suma.cpp -O2 -D_FORTIFY_SOURCE=0 -o results_csv/20260708-165104/bin/clang++__suma__O2__fortify_off,1,16096,14520,partial,no,yes,yes,0,1,e3b38e562c5a4c124e52f25d6028f8f6f2b9fb3a9dac7e151996c2e623252c64,
clang++,suma,-O2,noexecstack,-z noexecstack,clang++ /app/programs/suma.cpp -O2 -z noexecstack -o results_csv/20260708-165104/bin/clang++__suma__O2__noexecstack,1,16096,14520,partial,no,yes,yes,0,1,e3b38e562c5a4c124e52f25d6028f8f6f2b9fb3a9dac7e151996c2e623252c64,
clang++,suma,-O2,execstack,"-Wl,-z,execstack","clang++ /app/programs/suma.cpp -O2 -Wl,-z,execstack -o results_csv/20260708-165104/bin/clang++__suma__O2__execstack",1,16096,14520,partial,no,no,yes,0,1,ab664c929b1cde2641363c3860e952833e13c7482001e9a2b202156b24035c50,
clang++,suma,-O2,relro_full,"-Wl,-z,relro,-z,now","clang++ /app/programs/suma.cpp -O2 -Wl,-z,relro,-z,now -o results_csv/20260708-165104/bin/clang++__suma__O2__relro_full",1,16000,14424,full,no,yes,yes,0,1,c9bc5853bcc6de5e478e94831ac8f4edfc9040b978b4f5e9e6525f878f94073f,
clang++,suma,-O2,no_stack_protector,-fno-stack-protector,clang++ /app/programs/suma.cpp -O2 -fno-stack-protector -o results_csv/20260708-165104/bin/clang++__suma__O2__no_stack_protector,1,16096,14520,partial,no,yes,yes,0,1,e3b38e562c5a4c124e52f25d6028f8f6f2b9fb3a9dac7e151996c2e623252c64,
clang++,suma,-O2,stack_protector,-fstack-protector,clang++ /app/programs/suma.cpp -O2 -fstack-protector -o results_csv/20260708-165104/bin/clang++__suma__O2__stack_protector,1,16096,14520,partial,no,yes,yes,0,1,e3b38e562c5a4c124e52f25d6028f8f6f2b9fb3a9dac7e151996c2e623252c64,
clang++,suma,-O2,stack_protector_strong,-fstack-protector-strong,clang++ /app/programs/suma.cpp -O2 -fstack-protector-strong -o results_csv/20260708-165104/bin/clang++__suma__O2__stack_protector_strong,1,16096,14520,partial,no,yes,yes,0,1,e3b38e562c5a4c124e52f25d6028f8f6f2b9fb3a9dac7e151996c2e623252c64,
clang++,suma,-O2,stack_protector_all,-fstack-protector-all,clang++ /app/programs/suma.cpp -O2 -fstack-protector-all -o results_csv/20260708-165104/bin/clang++__suma__O2__stack_protector_all,1,16160,14528,partial,yes,yes,yes,0,1,80400d572e0af0f66fec71c5d4792d78465831c6dc9c76fc7dce054136e89a71,
clang++,suma,-O2,no_plt,-fno-plt,clang++ /app/programs/suma.cpp -O2 -fno-plt -o results_csv/20260708-165104/bin/clang++__suma__O2__no_plt,1,16000,14424,partial,no,yes,yes,0,1,4e473e69e7b21583196a4dee064d57af943d58a877650c35b3670d04c9c11d2d,
clang++,suma,-O2,asan,-fsanitize=address,clang++ /app/programs/suma.cpp -O2 -fsanitize=address -o results_csv/20260708-165104/bin/clang++__suma__O2__asan,1,1700128,1361232,partial,no,yes,yes,8,54,c9f4ce208293cb322341a65415cc81e735a2ec756b686d6746863747e5838912,
clang++,suma,-O2,ubsan,-fsanitize=undefined,clang++ /app/programs/suma.cpp -O2 -fsanitize=undefined -o results_csv/20260708-165104/bin/clang++__suma__O2__ubsan,1,426056,308744,partial,no,yes,yes,3,4,a042b9e4cb3046c5b1f3aceca83f5978c9413c8cb346943548e7bd55a1b0bb1c,
clang++,suma,-O2,msan,-fsanitize=memory,clang++ /app/programs/suma.cpp -O2 -fsanitize=memory -o results_csv/20260708-165104/bin/clang++__suma__O2__msan,1,1400896,1074184,partial,no,yes,yes,7,65,e59e66bbfb44e8f55dcd8bfa5f334842d514e9edd01cef4828046ffce94db3ff,
clang++,suma,-O2,safe_stack,-fsanitize=safe-stack,clang++ /app/programs/suma.cpp -O2 -fsanitize=safe-stack -o results_csv/20260708-165104/bin/clang++__suma__O2__safe_stack,1,23256,18944,partial,no,yes,yes,1,5,568593c85d72b2053286b1a9ff0e9e7d95e24f602d4e5e77d2ebb960ab1d7582,
clang++,suma,-O2,lto,-flto,clang++ /app/programs/suma.cpp -O2 -flto -o results_csv/20260708-165104/bin/clang++__suma__O2__lto,1,16064,14520,partial,no,yes,yes,0,1,c25e1ce345392effa351e255c5777fd3d76e5125a55d948d32af6422b64ebb04,
clang++,suma,-O3,baseline,,clang++ /app/programs/suma.cpp -O3 -o results_csv/20260708-165104/bin/clang++__suma__O3__baseline,1,16096,14520,partial,no,yes,yes,0,1,e3b38e562c5a4c124e52f25d6028f8f6f2b9fb3a9dac7e151996c2e623252c64,
clang++,suma,-O3,pie,-fPIE -pie,clang++ /app/programs/suma.cpp -O3 -fPIE -pie -o results_csv/20260708-165104/bin/clang++__suma__O3__pie,1,16096,14520,partial,no,yes,yes,0,1,e3b38e562c5a4c124e52f25d6028f8f6f2b9fb3a9dac7e151996c2e623252c64,
clang++,suma,-O3,no_pie,-no-pie,clang++ /app/programs/suma.cpp -O3 -no-pie -o results_csv/20260708-165104/bin/clang++__suma__O3__no_pie,1,15928,14448,partial,no,yes,no,0,1,8e0963807ef6ca71f5ba72fe1e148e1549ce9e0fd75d546645c846b2965c70c3,
clang++,suma,-O3,fortify1,-D_FORTIFY_SOURCE=1,clang++ /app/programs/suma.cpp -O3 -D_FORTIFY_SOURCE=1 -o results_csv/20260708-165104/bin/clang++__suma__O3__fortify1,1,16096,14520,partial,no,yes,yes,0,1,e3b38e562c5a4c124e52f25d6028f8f6f2b9fb3a9dac7e151996c2e623252c64,
clang++,suma,-O3,fortify2,-D_FORTIFY_SOURCE=2,clang++ /app/programs/suma.cpp -O3 -D_FORTIFY_SOURCE=2 -o results_csv/20260708-165104/bin/clang++__suma__O3__fortify2,1,16456,14616,partial,no,yes,yes,1,1,d00d526ce3054527be92811650ca96d7407bec091309213b8d7a4c7484238990,
clang++,suma,-O3,fortify_off,-D_FORTIFY_SOURCE=0,clang++ /app/programs/suma.cpp -O3 -D_FORTIFY_SOURCE=0 -o results_csv/20260708-165104/bin/clang++__suma__O3__fortify_off,1,16096,14520,partial,no,yes,yes,0,1,e3b38e562c5a4c124e52f25d6028f8f6f2b9fb3a9dac7e151996c2e623252c64,
clang++,suma,-O3,noexecstack,-z noexecstack,clang++ /app/programs/suma.cpp -O3 -z noexecstack -o results_csv/20260708-165104/bin/clang++__suma__O3__noexecstack,1,16096,14520,partial,no,yes,yes,0,1,e3b38e562c5a4c124e52f25d6028f8f6f2b9fb3a9dac7e151996c2e623252c64,
clang++,suma,-O3,execstack,"-Wl,-z,execstack","clang++ /app/programs/suma.cpp -O3 -Wl,-z,execstack -o results_csv/20260708-165104/bin/clang++__suma__O3__execstack",1,16096,14520,partial,no,no,yes,0,1,ab664c929b1cde2641363c3860e952833e13c7482001e9a2b202156b24035c50,
clang++,suma,-O3,relro_full,"-Wl,-z,relro,-z,now","clang++ /app/programs/suma.cpp -O3 -Wl,-z,relro,-z,now -o results_csv/20260708-165104/bin/clang++__suma__O3__relro_full",1,16000,14424,full,no,yes,yes,0,1,c9bc5853bcc6de5e478e94831ac8f4edfc9040b978b4f5e9e6525f878f94073f,
clang++,suma,-O3,no_stack_protector,-fno-stack-protector,clang++ /app/programs/suma.cpp -O3 -fno-stack-protector -o results_csv/20260708-165104/bin/clang++__suma__O3__no_stack_protector,1,16096,14520,partial,no,yes,yes,0,1,e3b38e562c5a4c124e52f25d6028f8f6f2b9fb3a9dac7e151996c2e623252c64,
clang++,suma,-O3,stack_protector,-fstack-protector,clang++ /app/programs/suma.cpp -O3 -fstack-protector -o results_csv/20260708-165104/bin/clang++__suma__O3__stack_protector,1,16096,14520,partial,no,yes,yes,0,1,e3b38e562c5a4c124e52f25d6028f8f6f2b9fb3a9dac7e151996c2e623252c64,
clang++,suma,-O3,stack_protector_strong,-fstack-protector-strong,clang++ /app/programs/suma.cpp -O3 -fstack-protector-strong -o results_csv/20260708-165104/bin/clang++__suma__O3__stack_protector_strong,1,16096,14520,partial,no,yes,yes,0,1,e3b38e562c5a4c124e52f25d6028f8f6f2b9fb3a9dac7e151996c2e623252c64,
clang++,suma,-O3,stack_protector_all,-fstack-protector-all,clang++ /app/programs/suma.cpp -O3 -fstack-protector-all -o results_csv/20260708-165104/bin/clang++__suma__O3__stack_protector_all,1,16160,14528,partial,yes,yes,yes,0,1,80400d572e0af0f66fec71c5d4792d78465831c6dc9c76fc7dce054136e89a71,
clang++,suma,-O3,no_plt,-fno-plt,clang++ /app/programs/suma.cpp -O3 -fno-plt -o results_csv/20260708-165104/bin/clang++__suma__O3__no_plt,1,16000,14424,partial,no,yes,yes,0,1,4e473e69e7b21583196a4dee064d57af943d58a877650c35b3670d04c9c11d2d,
clang++,suma,-O3,asan,-fsanitize=address,clang++ /app/programs/suma.cpp -O3 -fsanitize=address -o results_csv/20260708-165104/bin/clang++__suma__O3__asan,1,1700128,1361232,partial,no,yes,yes,8,54,c9f4ce208293cb322341a65415cc81e735a2ec756b686d6746863747e5838912,
clang++,suma,-O3,ubsan,-fsanitize=undefined,clang++ /app/programs/suma.cpp -O3 -fsanitize=undefined -o results_csv/20260708-165104/bin/clang++__suma__O3__ubsan,1,430144,312840,partial,no,yes,yes,3,4,f642cc6977e39bc188a385a1fd987e68d149a2d058a8374649cf1152099c84c6,
clang++,suma,-O3,msan,-fsanitize=memory,clang++ /app/programs/suma.cpp -O3 -fsanitize=memory -o results_csv/20260708-165104/bin/clang++__suma__O3__msan,1,1400896,1074184,partial,no,yes,yes,7,65,e59e66bbfb44e8f55dcd8bfa5f334842d514e9edd01cef4828046ffce94db3ff,
clang++,suma,-O3,safe_stack,-fsanitize=safe-stack,clang++ /app/programs/suma.cpp -O3 -fsanitize=safe-stack -o results_csv/20260708-165104/bin/clang++__suma__O3__safe_stack,1,23256,18944,partial,no,yes,yes,1,5,568593c85d72b2053286b1a9ff0e9e7d95e24f602d4e5e77d2ebb960ab1d7582,
clang++,suma,-O3,lto,-flto,clang++ /app/programs/suma.cpp -O3 -flto -o results_csv/20260708-165104/bin/clang++__suma__O3__lto,1,16064,14520,partial,no,yes,yes,0,1,c25e1ce345392effa351e255c5777fd3d76e5125a55d948d32af6422b64ebb04,
clang++,suma,-Ofast,baseline,,clang++ /app/programs/suma.cpp -Ofast -o results_csv/20260708-165104/bin/clang++__suma__Ofast__baseline,1,17584,14520,partial,no,yes,yes,0,1,57340b58d3bad29deb1ac6972d208ba8d9c1aee38ab0d57bba4bf12a8a967e55,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,suma,-Ofast,pie,-fPIE -pie,clang++ /app/programs/suma.cpp -Ofast -fPIE -pie -o results_csv/20260708-165104/bin/clang++__suma__Ofast__pie,1,17584,14520,partial,no,yes,yes,0,1,57340b58d3bad29deb1ac6972d208ba8d9c1aee38ab0d57bba4bf12a8a967e55,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,suma,-Ofast,no_pie,-no-pie,clang++ /app/programs/suma.cpp -Ofast -no-pie -o results_csv/20260708-165104/bin/clang++__suma__Ofast__no_pie,1,17408,14448,partial,no,yes,no,0,1,f8165b8fab996a7cb19bdf21485cd507176a03f5399736436676aad73c0f370f,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,suma,-Ofast,fortify1,-D_FORTIFY_SOURCE=1,clang++ /app/programs/suma.cpp -Ofast -D_FORTIFY_SOURCE=1 -o results_csv/20260708-165104/bin/clang++__suma__Ofast__fortify1,1,17584,14520,partial,no,yes,yes,0,1,57340b58d3bad29deb1ac6972d208ba8d9c1aee38ab0d57bba4bf12a8a967e55,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,suma,-Ofast,fortify2,-D_FORTIFY_SOURCE=2,clang++ /app/programs/suma.cpp -Ofast -D_FORTIFY_SOURCE=2 -o results_csv/20260708-165104/bin/clang++__suma__Ofast__fortify2,1,17944,14616,partial,no,yes,yes,1,1,3be489ed38ff1b0a54943f3e35a5f5b41889f24fa150e0e72e4454c5d6df6e79,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,suma,-Ofast,fortify_off,-D_FORTIFY_SOURCE=0,clang++ /app/programs/suma.cpp -Ofast -D_FORTIFY_SOURCE=0 -o results_csv/20260708-165104/bin/clang++__suma__Ofast__fortify_off,1,17584,14520,partial,no,yes,yes,0,1,57340b58d3bad29deb1ac6972d208ba8d9c1aee38ab0d57bba4bf12a8a967e55,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,suma,-Ofast,noexecstack,-z noexecstack,clang++ /app/programs/suma.cpp -Ofast -z noexecstack -o results_csv/20260708-165104/bin/clang++__suma__Ofast__noexecstack,1,17584,14520,partial,no,yes,yes,0,1,57340b58d3bad29deb1ac6972d208ba8d9c1aee38ab0d57bba4bf12a8a967e55,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,suma,-Ofast,execstack,"-Wl,-z,execstack","clang++ /app/programs/suma.cpp -Ofast -Wl,-z,execstack -o results_csv/20260708-165104/bin/clang++__suma__Ofast__execstack",1,17584,14520,partial,no,no,yes,0,1,bbd3e843fc7a9af05426a8814f49c78df2c8d22d21b7508a72b425cbcb35654e,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,suma,-Ofast,relro_full,"-Wl,-z,relro,-z,now","clang++ /app/programs/suma.cpp -Ofast -Wl,-z,relro,-z,now -o results_csv/20260708-165104/bin/clang++__suma__Ofast__relro_full",1,17488,14424,full,no,yes,yes,0,1,28a132d20851f80ba74ca8046168f28c01a4dd01927cf7aaa0cc03810e873c15,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,suma,-Ofast,no_stack_protector,-fno-stack-protector,clang++ /app/programs/suma.cpp -Ofast -fno-stack-protector -o results_csv/20260708-165104/bin/clang++__suma__Ofast__no_stack_protector,1,17584,14520,partial,no,yes,yes,0,1,57340b58d3bad29deb1ac6972d208ba8d9c1aee38ab0d57bba4bf12a8a967e55,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,suma,-Ofast,stack_protector,-fstack-protector,clang++ /app/programs/suma.cpp -Ofast -fstack-protector -o results_csv/20260708-165104/bin/clang++__suma__Ofast__stack_protector,1,17584,14520,partial,no,yes,yes,0,1,57340b58d3bad29deb1ac6972d208ba8d9c1aee38ab0d57bba4bf12a8a967e55,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,suma,-Ofast,stack_protector_strong,-fstack-protector-strong,clang++ /app/programs/suma.cpp -Ofast -fstack-protector-strong -o results_csv/20260708-165104/bin/clang++__suma__Ofast__stack_protector_strong,1,17584,14520,partial,no,yes,yes,0,1,57340b58d3bad29deb1ac6972d208ba8d9c1aee38ab0d57bba4bf12a8a967e55,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,suma,-Ofast,stack_protector_all,-fstack-protector-all,clang++ /app/programs/suma.cpp -Ofast -fstack-protector-all -o results_csv/20260708-165104/bin/clang++__suma__Ofast__stack_protector_all,1,17640,14528,partial,yes,yes,yes,0,1,cdbf4c89b2eed1a8ab5b49938769a255c531a14d011052c3939639f0c7dc3fc3,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,suma,-Ofast,no_plt,-fno-plt,clang++ /app/programs/suma.cpp -Ofast -fno-plt -o results_csv/20260708-165104/bin/clang++__suma__Ofast__no_plt,1,17488,14424,partial,no,yes,yes,0,1,93ac92fb15c65365d844524ab7642f208a3688e3745bf9c05835d252e2d85fdf,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,suma,-Ofast,asan,-fsanitize=address,clang++ /app/programs/suma.cpp -Ofast -fsanitize=address -o results_csv/20260708-165104/bin/clang++__suma__Ofast__asan,1,1701616,1361232,partial,no,yes,yes,8,54,9a47810818a767a0180d78f81372253bd18463bb5f22335e28699de4c505ae85,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,suma,-Ofast,ubsan,-fsanitize=undefined,clang++ /app/programs/suma.cpp -Ofast -fsanitize=undefined -o results_csv/20260708-165104/bin/clang++__suma__Ofast__ubsan,1,431632,312840,partial,no,yes,yes,3,4,1de92bd70dc7d6a55c036fc31096e66486045c0137d34f0af1e92eb2c0a3e7d7,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,suma,-Ofast,msan,-fsanitize=memory,clang++ /app/programs/suma.cpp -Ofast -fsanitize=memory -o results_csv/20260708-165104/bin/clang++__suma__Ofast__msan,1,1402384,1074184,partial,no,yes,yes,7,65,ed6b0021485ebf60565ba3f6cad52dd2d408352dd96f8ebd3b6923980ec8629c,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,suma,-Ofast,safe_stack,-fsanitize=safe-stack,clang++ /app/programs/suma.cpp -Ofast -fsanitize=safe-stack -o results_csv/20260708-165104/bin/clang++__suma__Ofast__safe_stack,1,24736,18944,partial,no,yes,yes,1,5,624e458f4192a1f350ba8a19ced19be03ac5a29717c6231331d7abda8fcac0de,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,suma,-Ofast,lto,-flto,clang++ /app/programs/suma.cpp -Ofast -flto -o results_csv/20260708-165104/bin/clang++__suma__Ofast__lto,1,17552,14520,partial,no,yes,yes,0,1,294b85f3602482ed02f0f0d146f78ac9b0656039dcaf4d8b7d2b513b87c4e905,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,suma,-Os,baseline,,clang++ /app/programs/suma.cpp -Os -o results_csv/20260708-165104/bin/clang++__suma__Os__baseline,1,16096,14520,partial,no,yes,yes,0,1,994137dc15296f9e8616a87849ac64df7a221507bc3fb02dc341b870a53ae07b,
clang++,suma,-Os,pie,-fPIE -pie,clang++ /app/programs/suma.cpp -Os -fPIE -pie -o results_csv/20260708-165104/bin/clang++__suma__Os__pie,1,16096,14520,partial,no,yes,yes,0,1,994137dc15296f9e8616a87849ac64df7a221507bc3fb02dc341b870a53ae07b,
clang++,suma,-Os,no_pie,-no-pie,clang++ /app/programs/suma.cpp -Os -no-pie -o results_csv/20260708-165104/bin/clang++__suma__Os__no_pie,1,15928,14448,partial,no,yes,no,0,1,5e261b00f14c61fad22a40943ae0a724d367ef085e812b3237b8f8b32e34b1c0,
clang++,suma,-Os,fortify1,-D_FORTIFY_SOURCE=1,clang++ /app/programs/suma.cpp -Os -D_FORTIFY_SOURCE=1 -o results_csv/20260708-165104/bin/clang++__suma__Os__fortify1,1,16096,14520,partial,no,yes,yes,0,1,994137dc15296f9e8616a87849ac64df7a221507bc3fb02dc341b870a53ae07b,
clang++,suma,-Os,fortify2,-D_FORTIFY_SOURCE=2,clang++ /app/programs/suma.cpp -Os -D_FORTIFY_SOURCE=2 -o results_csv/20260708-165104/bin/clang++__suma__Os__fortify2,1,16456,14616,partial,no,yes,yes,1,1,8eb6c71b670a48e6c83da477044b3f077fda0d10a090ed41a91f37abaf51c2cf,
clang++,suma,-Os,fortify_off,-D_FORTIFY_SOURCE=0,clang++ /app/programs/suma.cpp -Os -D_FORTIFY_SOURCE=0 -o results_csv/20260708-165104/bin/clang++__suma__Os__fortify_off,1,16096,14520,partial,no,yes,yes,0,1,994137dc15296f9e8616a87849ac64df7a221507bc3fb02dc341b870a53ae07b,
clang++,suma,-Os,noexecstack,-z noexecstack,clang++ /app/programs/suma.cpp -Os -z noexecstack -o results_csv/20260708-165104/bin/clang++__suma__Os__noexecstack,1,16096,14520,partial,no,yes,yes,0,1,994137dc15296f9e8616a87849ac64df7a221507bc3fb02dc341b870a53ae07b,
clang++,suma,-Os,execstack,"-Wl,-z,execstack","clang++ /app/programs/suma.cpp -Os -Wl,-z,execstack -o results_csv/20260708-165104/bin/clang++__suma__Os__execstack",1,16096,14520,partial,no,no,yes,0,1,e9dfe5626a296499b8e811bc58e24b539e799972ffe1da3775bd8ebab632a7b3,
clang++,suma,-Os,relro_full,"-Wl,-z,relro,-z,now","clang++ /app/programs/suma.cpp -Os -Wl,-z,relro,-z,now -o results_csv/20260708-165104/bin/clang++__suma__Os__relro_full",1,16000,14424,full,no,yes,yes,0,1,dcf5e2ee892e63eb600a940d8c30b53d6cba47831677296298e575eb3f1bc40d,
